       0	       0	       0
0.216059	-77.1429	       0
0.418142	-79.1209	       0
0.615393	-79.8496	       0
0.615393	-60.9023	       0
0.811708	-80.2286	       0
0.811708	-65.8286	       0
 1.01053	-89.9036	       0
 1.01053	-78.6536	       0
 1.01053	-67.4036	       0
 1.01053	-56.1536	       0
  1.2112	-88.4233	       0
  1.2112	-78.9496	       0
  1.2112	-69.4759	       0
  1.2112	-60.0023	       0
 1.41251	-86.0023	       0
 1.41251	-78.0023	       0
 1.41251	-70.0023	       0
 1.41251	-62.0023	       0
 1.41251	-54.0023	       0
 1.61262	-86.4023	       0
 1.61262	-79.2023	       0
 1.61262	-72.0023	       0
 1.61262	-64.8023	       0
 1.61262	-57.6023	       0
 1.81151	 -84.697	       0
 1.81151	-78.3812	       0
 1.81151	-72.0654	       0
 1.81151	-65.7496	       0
 1.81151	-59.4338	       0
 2.01141	-89.9602	       0
 2.01141	-84.2459	       0
 2.01141	-78.5316	       0
 2.01141	-72.8173	       0
 2.01141	 -67.103	       0
 2.01141	-61.3887	       0
 2.01141	-55.6744	       0
 2.21189	-87.9602	       0
 2.21189	-82.8173	       0
 2.21189	-77.6744	       0
 2.21189	-72.5316	       0
 2.21189	-67.3887	       0
 2.21189	-62.2459	       0
 2.21189	 -57.103	       0
 2.41294	-87.3511	       0
 2.41294	-82.6143	       0
 2.41294	-77.8774	       0
 2.41294	-73.1406	       0
 2.41294	-68.4038	       0
 2.41294	-63.6669	       0
 2.41294	-58.9301	       0
 2.41294	-54.1932	       0
 2.61314	-86.8312	       0
 2.61314	 -82.441	       0
 2.61314	-78.0507	       0
 2.61314	-73.6605	       0
 2.61314	-69.2703	       0
 2.61314	  -64.88	       0
 2.61314	-60.4898	       0
 2.61314	-56.0995	       0
 2.81269	-86.3822	       0
 2.81269	-82.2913	       0
 2.81269	-78.2004	       0
 2.81269	-74.1095	       0
 2.81269	-70.0186	       0
 2.81269	-65.9277	       0
 2.81269	-61.8368	       0
 2.81269	-57.7459	       0
 3.01273	-89.1167	       0
 3.01273	-85.3272	       0
 3.01273	-81.5377	       0
 3.01273	-77.7483	       0
 3.01273	-73.9588	       0
 3.01273	-70.1693	       0
 3.01273	-66.3798	       0
 3.01273	-62.5904	       0
 3.01273	-58.8009	       0
 3.01273	-55.0114	       0
  3.2123	-89.2114	       0
  3.2123	-85.6114	       0
  3.2123	-82.0114	       0
  3.2123	-78.4114	       0
  3.2123	-74.8114	       0
  3.2123	-71.2114	       0
  3.2123	-67.6114	       0
  3.2123	-64.0114	       0
  3.2123	-60.4114	       0
  3.2123	-56.8114	       0
 3.41225	-87.4114	       0
 3.41225	-84.0781	       0
 3.41225	-80.7447	       0
 3.41225	-77.4114	       0
 3.41225	-74.0781	       0
 3.41225	-70.7447	       0
 3.41225	-67.4114	       0
 3.41225	-64.0781	       0
 3.41225	-60.7447	       0
 3.41225	-57.4114	       0
 3.41225	-54.0781	       0
 3.61269	-87.6327	       0
 3.61269	-84.4468	       0
 3.61269	 -81.261	       0
 3.61269	-78.0751	       0
 3.61269	-74.8893	       0
 3.61269	-71.7035	       0
 3.61269	-68.5176	       0
 3.61269	-65.3318	       0
 3.61269	-62.1459	       0
 3.61269	-58.9601	       0
 3.61269	-55.7742	       0
 3.81257	-89.7167	       0
 3.81257	-86.7167	       0
 3.81257	-83.7167	       0
 3.81257	-80.7167	       0
 3.81257	-77.7167	       0
 3.81257	-74.7167	       0
 3.81257	-71.7167	       0
 3.81257	-68.7167	       0
 3.81257	-65.7167	       0
 3.81257	-62.7167	       0
 3.81257	-59.7167	       0
 3.81257	-56.7167	       0
 4.01287	-89.2167	       0
 4.01287	-86.3596	       0
 4.01287	-83.5024	       0
 4.01287	-80.6453	       0
 4.01287	-77.7882	       0
 4.01287	 -74.931	       0
 4.01287	-72.0739	       0
 4.01287	-69.2167	       0
 4.01287	-66.3596	       0
 4.01287	-63.5024	       0
 4.01287	-60.6453	       0
 4.01287	-57.7882	       0
 4.01287	 -54.931	       0
 4.21272	-88.7622	       0
 4.21272	-86.0349	       0
 4.21272	-83.3076	       0
 4.21272	-80.5804	       0
 4.21272	-77.8531	       0
 4.21272	-75.1258	       0
 4.21272	-72.3985	       0
 4.21272	-69.6713	       0
 4.21272	 -66.944	       0
 4.21272	-64.2167	       0
 4.21272	-61.4895	       0
 4.21272	-58.7622	       0
 4.21272	-56.0349	       0
  4.4122	-88.3472	       0
  4.4122	-85.7385	       0
  4.4122	-83.1298	       0
  4.4122	-80.5211	       0
  4.4122	-77.9124	       0
  4.4122	-75.3037	       0
  4.4122	 -72.695	       0
  4.4122	-70.0863	       0
  4.4122	-67.4776	       0
  4.4122	-64.8689	       0
  4.4122	-62.2602	       0
  4.4122	-59.6515	       0
  4.4122	-57.0428	       0
  4.4122	-54.4341	       0
 4.61204	-87.5466	       0
 4.61204	-85.0638	       0
 4.61204	 -82.581	       0
 4.61204	-80.0983	       0
 4.61204	-77.6155	       0
 4.61204	-75.1328	       0
 4.61204	  -72.65	       0
 4.61204	-70.1672	       0
 4.61204	-67.6845	       0
 4.61204	-65.2017	       0
 4.61204	 -62.719	       0
 4.61204	-60.2362	       0
 4.61204	-57.7535	       0
 4.61204	-55.2707	       0
 4.81223	-89.6429	       0
 4.81223	-87.2588	       0
 4.81223	-84.8747	       0
 4.81223	-82.4906	       0
 4.81223	-80.1065	       0
 4.81223	-77.7224	       0
 4.81223	-75.3383	       0
 4.81223	-72.9542	       0
 4.81223	-70.5701	       0
 4.81223	 -68.186	       0
 4.81223	-65.8019	       0
 4.81223	-63.4178	       0
 4.81223	-61.0337	       0
 4.81223	-58.6496	       0
 4.81223	-56.2654	       0
 5.01206	-89.2861	       0
 5.01206	-86.9931	       0
 5.01206	-84.7001	       0
 5.01206	-82.4071	       0
 5.01206	-80.1141	       0
 5.01206	-77.8211	       0
 5.01206	-75.5281	       0
 5.01206	-73.2351	       0
 5.01206	-70.9421	       0
 5.01206	-68.6491	       0
 5.01206	-66.3561	       0
 5.01206	-64.0631	       0
 5.01206	-61.7701	       0
 5.01206	-59.4772	       0
 5.01206	-57.1842	       0
 5.01206	-54.8912	       0
 5.21219	-88.5381	       0
 5.21219	-86.3429	       0
 5.21219	-84.1478	       0
 5.21219	-81.9527	       0
 5.21219	-79.7576	       0
 5.21219	-77.5624	       0
 5.21219	-75.3673	       0
 5.21219	-73.1722	       0
 5.21219	-70.9771	       0
 5.21219	 -68.782	       0
 5.21219	-66.5868	       0
 5.21219	-64.3917	       0
 5.21219	-62.1966	       0
 5.21219	-60.0015	       0
 5.21219	-57.8063	       0
 5.21219	-55.6112	       0
 5.41203	-88.6485	       0
 5.41203	-86.5183	       0
 5.41203	-84.3881	       0
 5.41203	-82.2579	       0
 5.41203	-80.1277	       0
 5.41203	-77.9976	       0
 5.41203	-75.8674	       0
 5.41203	-73.7372	       0
 5.41203	 -71.607	       0
 5.41203	-69.4769	       0
 5.41203	-67.3467	       0
 5.41203	-65.2165	       0
 5.41203	-63.0863	       0
 5.41203	-60.9562	       0
 5.41203	 -58.826	       0
 5.41203	-56.6958	       0
 5.41203	-54.5656	       0
 5.61157	-87.9767	       0
 5.61157	-85.9313	       0
 5.61157	-83.8858	       0
 5.61157	-81.8404	       0
 5.61157	-79.7949	       0
 5.61157	-77.7495	       0
 5.61157	 -75.704	       0
 5.61157	-73.6585	       0
 5.61157	-71.6131	       0
 5.61157	-69.5676	       0
 5.61157	-67.5222	       0
 5.61157	-65.4767	       0
 5.61157	-63.4313	       0
 5.61157	-61.3858	       0
 5.61157	-59.3404	       0
 5.61157	-57.2949	       0
 5.61157	-55.2495	       0
 5.81196	-89.3236	       0
 5.81196	-87.3564	       0
 5.81196	-85.3892	       0
 5.81196	 -83.422	       0
 5.81196	-81.4547	       0
 5.81196	-79.4875	       0
 5.81196	-77.5203	       0
 5.81196	-75.5531	       0
 5.81196	-73.5859	       0
 5.81196	-71.6187	       0
 5.81196	-69.6515	       0
 5.81196	-67.6843	       0
 5.81196	 -65.717	       0
 5.81196	-63.7498	       0
 5.81196	-61.7826	       0
 5.81196	-59.8154	       0
 5.81196	-57.8482	       0
 5.81196	 -55.881	       0
 6.01208	-89.4021	       0
 6.01208	-87.4872	       0
 6.01208	-85.5723	       0
 6.01208	-83.6574	       0
 6.01208	-81.7425	       0
 6.01208	-79.8276	       0
 6.01208	-77.9127	       0
 6.01208	-75.9978	       0
 6.01208	-74.0829	       0
 6.01208	 -72.168	       0
 6.01208	-70.2531	       0
 6.01208	-68.3382	       0
 6.01208	-66.4234	       0
 6.01208	-64.5085	       0
 6.01208	-62.5936	       0
 6.01208	-60.6787	       0
 6.01208	-58.7638	       0
 6.01208	-56.8489	       0
 6.01208	 -54.934	       0
 6.21192	-88.7687	       0
 6.21192	-86.9225	       0
 6.21192	-85.0764	       0
 6.21192	-83.2302	       0
 6.21192	-81.3841	       0
 6.21192	-79.5379	       0
 6.21192	-77.6918	       0
 6.21192	-75.8456	       0
 6.21192	-73.9995	       0
 6.21192	-72.1533	       0
 6.21192	-70.3071	       0
 6.21192	 -68.461	       0
 6.21192	-66.6148	       0
 6.21192	-64.7687	       0
 6.21192	-62.9225	       0
 6.21192	-61.0764	       0
 6.21192	-59.2302	       0
 6.21192	-57.3841	       0
 6.21192	-55.5379	       0
 6.41202	-88.5069	       0
 6.41202	-86.7159	       0
 6.41202	-84.9248	       0
 6.41202	-83.1338	       0
 6.41202	-81.3427	       0
 6.41202	-79.5517	       0
 6.41202	-77.7607	       0
 6.41202	-75.9696	       0
 6.41202	-74.1786	       0
 6.41202	-72.3875	       0
 6.41202	-70.5965	       0
 6.41202	-68.8054	       0
 6.41202	-67.0144	       0
 6.41202	-65.2233	       0
 6.41202	-63.4323	       0
 6.41202	-61.6412	       0
 6.41202	-59.8502	       0
 6.41202	-58.0592	       0
 6.41202	-56.2681	       0
 6.41202	-54.4771	       0
 6.61189	-89.9995	       0
 6.61189	-88.2603	       0
 6.61189	-86.5212	       0
 6.61189	-84.7821	       0
 6.61189	-83.0429	       0
 6.61189	-81.3038	       0
 6.61189	-79.5647	       0
 6.61189	-77.8255	       0
 6.61189	-76.0864	       0
 6.61189	-74.3473	       0
 6.61189	-72.6082	       0
 6.61189	 -70.869	       0
 6.61189	-69.1299	       0
 6.61189	-67.3908	       0
 6.61189	-65.6516	       0
 6.61189	-63.9125	       0
 6.61189	-62.1734	       0
 6.61189	-60.4342	       0
 6.61189	-58.6951	       0
 6.61189	 -56.956	       0
 6.61189	-55.2168	       0
   6.812	-89.4021	       0
   6.812	-87.7199	       0
   6.812	-86.0377	       0
   6.812	-84.3554	       0
   6.812	-82.6732	       0
   6.812	-80.9909	       0
   6.812	-79.3087	       0
   6.812	-77.6264	       0
   6.812	-75.9442	       0
   6.812	 -74.262	       0
   6.812	-72.5797	       0
   6.812	-70.8975	       0
   6.812	-69.2152	       0
   6.812	 -67.533	       0
   6.812	-65.8507	       0
   6.812	-64.1685	       0
   6.812	-62.4863	       0
   6.812	 -60.804	       0
   6.812	-59.1218	       0
   6.812	-57.4395	       0
   6.812	-55.7573	       0
   6.812	 -54.075	       0
 7.01189	-89.4674	       0
 7.01189	-87.8236	       0
 7.01189	-86.1798	       0
 7.01189	-84.5359	       0
 7.01189	-82.8921	       0
 7.01189	-81.2483	       0
 7.01189	-79.6044	       0
 7.01189	-77.9606	       0
 7.01189	-76.3167	       0
 7.01189	-74.6729	       0
 7.01189	-73.0291	       0
 7.01189	-71.3852	       0
 7.01189	-69.7414	       0
 7.01189	-68.0976	       0
 7.01189	-66.4537	       0
 7.01189	-64.8099	       0
